file_metadata_id,sender_identification,receiver_identification,creation_date,creation_time,sequence_number,file_control_total_a,number_of_groups,number_of_records,file_control_total_b
20120725_0400_1_20250209-222312,,BNZA,20120725,20120725,1,2116951.58,1,188,2116916.57
