file_metadata_id,group_id,ultimate_receiver_id,originator_id,group_status,as_of_date,as_of_time,group_control_total_a,group_control_total_b
20120725_0400_1_20250209-222312,BNZA_NATAAU3M_1_20120724_0000,BNZA,NATAAU3M,1,20120724,0000,2116951.58,2116916.57
